text,number,input_seq,target,input_seq_padded
two hundred and seventy six,276,"[2, 100, 0, 70, 6]",276.0,"[2, 100, 0, 70, 6, 0, 0]"
two hundred and seventy seven,277,"[2, 100, 0, 70, 7]",277.0,"[2, 100, 0, 70, 7, 0, 0]"
two hundred and seventy eight,278,"[2, 100, 0, 70, 8]",278.0,"[2, 100, 0, 70, 8, 0, 0]"
two hundred and seventy nine,279,"[2, 100, 0, 70, 9]",279.0,"[2, 100, 0, 70, 9, 0, 0]"
two hundred and eighty,280,"[2, 100, 0, 80]",280.0,"[2, 100, 0, 80, 0, 0, 0]"
two hundred and eighty one,281,"[2, 100, 0, 80, 1]",281.0,"[2, 100, 0, 80, 1, 0, 0]"
two hundred and eighty two,282,"[2, 100, 0, 80, 2]",282.0,"[2, 100, 0, 80, 2, 0, 0]"
two hundred and eighty three,283,"[2, 100, 0, 80, 3]",283.0,"[2, 100, 0, 80, 3, 0, 0]"
two hundred and eighty four,284,"[2, 100, 0, 80, 4]",284.0,"[2, 100, 0, 80, 4, 0, 0]"
two hundred and eighty five,285,"[2, 100, 0, 80, 5]",285.0,"[2, 100, 0, 80, 5, 0, 0]"
two hundred and eighty six,286,"[2, 100, 0, 80, 6]",286.0,"[2, 100, 0, 80, 6, 0, 0]"
two hundred and eighty seven,287,"[2, 100, 0, 80, 7]",287.0,"[2, 100, 0, 80, 7, 0, 0]"
two hundred and eighty eight,288,"[2, 100, 0, 80, 8]",288.0,"[2, 100, 0, 80, 8, 0, 0]"
two hundred and eighty nine,289,"[2, 100, 0, 80, 9]",289.0,"[2, 100, 0, 80, 9, 0, 0]"
two hundred and ninety,290,"[2, 100, 0, 90]",290.0,"[2, 100, 0, 90, 0, 0, 0]"
two hundred and ninety one,291,"[2, 100, 0, 90, 1]",291.0,"[2, 100, 0, 90, 1, 0, 0]"
two hundred and ninety two,292,"[2, 100, 0, 90, 2]",292.0,"[2, 100, 0, 90, 2, 0, 0]"
two hundred and ninety three,293,"[2, 100, 0, 90, 3]",293.0,"[2, 100, 0, 90, 3, 0, 0]"
two hundred and ninety four,294,"[2, 100, 0, 90, 4]",294.0,"[2, 100, 0, 90, 4, 0, 0]"
two hundred and ninety five,295,"[2, 100, 0, 90, 5]",295.0,"[2, 100, 0, 90, 5, 0, 0]"
two hundred and ninety six,296,"[2, 100, 0, 90, 6]",296.0,"[2, 100, 0, 90, 6, 0, 0]"
two hundred and ninety seven,297,"[2, 100, 0, 90, 7]",297.0,"[2, 100, 0, 90, 7, 0, 0]"
two hundred and ninety eight,298,"[2, 100, 0, 90, 8]",298.0,"[2, 100, 0, 90, 8, 0, 0]"
two hundred and ninety nine,299,"[2, 100, 0, 90, 9]",299.0,"[2, 100, 0, 90, 9, 0, 0]"
three hundred and,300,"[3, 100, 0]",300.0,"[3, 100, 0, 0, 0, 0, 0]"
three hundred and one,301,"[3, 100, 0, 1]",301.0,"[3, 100, 0, 1, 0, 0, 0]"
three hundred and two,302,"[3, 100, 0, 2]",302.0,"[3, 100, 0, 2, 0, 0, 0]"
three hundred and three,303,"[3, 100, 0, 3]",303.0,"[3, 100, 0, 3, 0, 0, 0]"
three hundred and four,304,"[3, 100, 0, 4]",304.0,"[3, 100, 0, 4, 0, 0, 0]"
three hundred and five,305,"[3, 100, 0, 5]",305.0,"[3, 100, 0, 5, 0, 0, 0]"
three hundred and six,306,"[3, 100, 0, 6]",306.0,"[3, 100, 0, 6, 0, 0, 0]"
three hundred and seven,307,"[3, 100, 0, 7]",307.0,"[3, 100, 0, 7, 0, 0, 0]"
three hundred and eight,308,"[3, 100, 0, 8]",308.0,"[3, 100, 0, 8, 0, 0, 0]"
three hundred and nine,309,"[3, 100, 0, 9]",309.0,"[3, 100, 0, 9, 0, 0, 0]"
three hundred and ten,310,"[3, 100, 0, 10]",310.0,"[3, 100, 0, 10, 0, 0, 0]"
three hundred and eleven,311,"[3, 100, 0, 11]",311.0,"[3, 100, 0, 11, 0, 0, 0]"
three hundred and twelve,312,"[3, 100, 0, 12]",312.0,"[3, 100, 0, 12, 0, 0, 0]"
three hundred and thirteen,313,"[3, 100, 0, 13]",313.0,"[3, 100, 0, 13, 0, 0, 0]"
three hundred and fourteen,314,"[3, 100, 0, 14]",314.0,"[3, 100, 0, 14, 0, 0, 0]"
three hundred and fifteen,315,"[3, 100, 0, 15]",315.0,"[3, 100, 0, 15, 0, 0, 0]"
three hundred and sixteen,316,"[3, 100, 0, 16]",316.0,"[3, 100, 0, 16, 0, 0, 0]"
three hundred and seventeen,317,"[3, 100, 0, 17]",317.0,"[3, 100, 0, 17, 0, 0, 0]"
three hundred and eighteen,318,"[3, 100, 0, 18]",318.0,"[3, 100, 0, 18, 0, 0, 0]"
three hundred and nineteen,319,"[3, 100, 0, 19]",319.0,"[3, 100, 0, 19, 0, 0, 0]"
three hundred and twenty,320,"[3, 100, 0, 20]",320.0,"[3, 100, 0, 20, 0, 0, 0]"
three hundred and twenty one,321,"[3, 100, 0, 20, 1]",321.0,"[3, 100, 0, 20, 1, 0, 0]"
three hundred and twenty two,322,"[3, 100, 0, 20, 2]",322.0,"[3, 100, 0, 20, 2, 0, 0]"
three hundred and twenty three,323,"[3, 100, 0, 20, 3]",323.0,"[3, 100, 0, 20, 3, 0, 0]"
three hundred and twenty four,324,"[3, 100, 0, 20, 4]",324.0,"[3, 100, 0, 20, 4, 0, 0]"
three hundred and twenty five,325,"[3, 100, 0, 20, 5]",325.0,"[3, 100, 0, 20, 5, 0, 0]"
three hundred and twenty six,326,"[3, 100, 0, 20, 6]",326.0,"[3, 100, 0, 20, 6, 0, 0]"
three hundred and twenty seven,327,"[3, 100, 0, 20, 7]",327.0,"[3, 100, 0, 20, 7, 0, 0]"
three hundred and twenty eight,328,"[3, 100, 0, 20, 8]",328.0,"[3, 100, 0, 20, 8, 0, 0]"
three hundred and twenty nine,329,"[3, 100, 0, 20, 9]",329.0,"[3, 100, 0, 20, 9, 0, 0]"
three hundred and thirty,330,"[3, 100, 0, 30]",330.0,"[3, 100, 0, 30, 0, 0, 0]"
three hundred and thirty one,331,"[3, 100, 0, 30, 1]",331.0,"[3, 100, 0, 30, 1, 0, 0]"
three hundred and thirty two,332,"[3, 100, 0, 30, 2]",332.0,"[3, 100, 0, 30, 2, 0, 0]"
three hundred and thirty three,333,"[3, 100, 0, 30, 3]",333.0,"[3, 100, 0, 30, 3, 0, 0]"
three hundred and thirty four,334,"[3, 100, 0, 30, 4]",334.0,"[3, 100, 0, 30, 4, 0, 0]"
three hundred and thirty five,335,"[3, 100, 0, 30, 5]",335.0,"[3, 100, 0, 30, 5, 0, 0]"
three hundred and thirty six,336,"[3, 100, 0, 30, 6]",336.0,"[3, 100, 0, 30, 6, 0, 0]"
three hundred and thirty seven,337,"[3, 100, 0, 30, 7]",337.0,"[3, 100, 0, 30, 7, 0, 0]"
three hundred and thirty eight,338,"[3, 100, 0, 30, 8]",338.0,"[3, 100, 0, 30, 8, 0, 0]"
three hundred and thirty nine,339,"[3, 100, 0, 30, 9]",339.0,"[3, 100, 0, 30, 9, 0, 0]"
three hundred and forty,340,"[3, 100, 0, 40]",340.0,"[3, 100, 0, 40, 0, 0, 0]"
three hundred and forty one,341,"[3, 100, 0, 40, 1]",341.0,"[3, 100, 0, 40, 1, 0, 0]"
three hundred and forty two,342,"[3, 100, 0, 40, 2]",342.0,"[3, 100, 0, 40, 2, 0, 0]"
three hundred and forty three,343,"[3, 100, 0, 40, 3]",343.0,"[3, 100, 0, 40, 3, 0, 0]"
three hundred and forty four,344,"[3, 100, 0, 40, 4]",344.0,"[3, 100, 0, 40, 4, 0, 0]"
three hundred and forty five,345,"[3, 100, 0, 40, 5]",345.0,"[3, 100, 0, 40, 5, 0, 0]"
three hundred and forty six,346,"[3, 100, 0, 40, 6]",346.0,"[3, 100, 0, 40, 6, 0, 0]"
three hundred and forty seven,347,"[3, 100, 0, 40, 7]",347.0,"[3, 100, 0, 40, 7, 0, 0]"
three hundred and forty eight,348,"[3, 100, 0, 40, 8]",348.0,"[3, 100, 0, 40, 8, 0, 0]"
three hundred and forty nine,349,"[3, 100, 0, 40, 9]",349.0,"[3, 100, 0, 40, 9, 0, 0]"
three hundred and fifty,350,"[3, 100, 0, 50]",350.0,"[3, 100, 0, 50, 0, 0, 0]"
three hundred and fifty one,351,"[3, 100, 0, 50, 1]",351.0,"[3, 100, 0, 50, 1, 0, 0]"
three hundred and fifty two,352,"[3, 100, 0, 50, 2]",352.0,"[3, 100, 0, 50, 2, 0, 0]"
three hundred and fifty three,353,"[3, 100, 0, 50, 3]",353.0,"[3, 100, 0, 50, 3, 0, 0]"
three hundred and fifty four,354,"[3, 100, 0, 50, 4]",354.0,"[3, 100, 0, 50, 4, 0, 0]"
three hundred and fifty five,355,"[3, 100, 0, 50, 5]",355.0,"[3, 100, 0, 50, 5, 0, 0]"
three hundred and fifty six,356,"[3, 100, 0, 50, 6]",356.0,"[3, 100, 0, 50, 6, 0, 0]"
three hundred and fifty seven,357,"[3, 100, 0, 50, 7]",357.0,"[3, 100, 0, 50, 7, 0, 0]"
three hundred and fifty eight,358,"[3, 100, 0, 50, 8]",358.0,"[3, 100, 0, 50, 8, 0, 0]"
three hundred and fifty nine,359,"[3, 100, 0, 50, 9]",359.0,"[3, 100, 0, 50, 9, 0, 0]"
three hundred and sixty,360,"[3, 100, 0, 60]",360.0,"[3, 100, 0, 60, 0, 0, 0]"
three hundred and sixty one,361,"[3, 100, 0, 60, 1]",361.0,"[3, 100, 0, 60, 1, 0, 0]"
three hundred and sixty two,362,"[3, 100, 0, 60, 2]",362.0,"[3, 100, 0, 60, 2, 0, 0]"
three hundred and sixty three,363,"[3, 100, 0, 60, 3]",363.0,"[3, 100, 0, 60, 3, 0, 0]"
three hundred and sixty four,364,"[3, 100, 0, 60, 4]",364.0,"[3, 100, 0, 60, 4, 0, 0]"
three hundred and sixty five,365,"[3, 100, 0, 60, 5]",365.0,"[3, 100, 0, 60, 5, 0, 0]"
three hundred and sixty six,366,"[3, 100, 0, 60, 6]",366.0,"[3, 100, 0, 60, 6, 0, 0]"
three hundred and sixty seven,367,"[3, 100, 0, 60, 7]",367.0,"[3, 100, 0, 60, 7, 0, 0]"
three hundred and sixty eight,368,"[3, 100, 0, 60, 8]",368.0,"[3, 100, 0, 60, 8, 0, 0]"
three hundred and sixty nine,369,"[3, 100, 0, 60, 9]",369.0,"[3, 100, 0, 60, 9, 0, 0]"
three hundred and seventy,370,"[3, 100, 0, 70]",370.0,"[3, 100, 0, 70, 0, 0, 0]"
three hundred and seventy one,371,"[3, 100, 0, 70, 1]",371.0,"[3, 100, 0, 70, 1, 0, 0]"
three hundred and seventy two,372,"[3, 100, 0, 70, 2]",372.0,"[3, 100, 0, 70, 2, 0, 0]"
three hundred and seventy three,373,"[3, 100, 0, 70, 3]",373.0,"[3, 100, 0, 70, 3, 0, 0]"
three hundred and seventy four,374,"[3, 100, 0, 70, 4]",374.0,"[3, 100, 0, 70, 4, 0, 0]"
three hundred and seventy five,375,"[3, 100, 0, 70, 5]",375.0,"[3, 100, 0, 70, 5, 0, 0]"
three hundred and seventy six,376,"[3, 100, 0, 70, 6]",376.0,"[3, 100, 0, 70, 6, 0, 0]"
three hundred and seventy seven,377,"[3, 100, 0, 70, 7]",377.0,"[3, 100, 0, 70, 7, 0, 0]"
three hundred and seventy eight,378,"[3, 100, 0, 70, 8]",378.0,"[3, 100, 0, 70, 8, 0, 0]"
three hundred and seventy nine,379,"[3, 100, 0, 70, 9]",379.0,"[3, 100, 0, 70, 9, 0, 0]"
three hundred and eighty,380,"[3, 100, 0, 80]",380.0,"[3, 100, 0, 80, 0, 0, 0]"
three hundred and eighty one,381,"[3, 100, 0, 80, 1]",381.0,"[3, 100, 0, 80, 1, 0, 0]"
three hundred and eighty two,382,"[3, 100, 0, 80, 2]",382.0,"[3, 100, 0, 80, 2, 0, 0]"
three hundred and eighty three,383,"[3, 100, 0, 80, 3]",383.0,"[3, 100, 0, 80, 3, 0, 0]"
three hundred and eighty four,384,"[3, 100, 0, 80, 4]",384.0,"[3, 100, 0, 80, 4, 0, 0]"
three hundred and eighty five,385,"[3, 100, 0, 80, 5]",385.0,"[3, 100, 0, 80, 5, 0, 0]"
three hundred and eighty six,386,"[3, 100, 0, 80, 6]",386.0,"[3, 100, 0, 80, 6, 0, 0]"
three hundred and eighty seven,387,"[3, 100, 0, 80, 7]",387.0,"[3, 100, 0, 80, 7, 0, 0]"
three hundred and eighty eight,388,"[3, 100, 0, 80, 8]",388.0,"[3, 100, 0, 80, 8, 0, 0]"
three hundred and eighty nine,389,"[3, 100, 0, 80, 9]",389.0,"[3, 100, 0, 80, 9, 0, 0]"
three hundred and ninety,390,"[3, 100, 0, 90]",390.0,"[3, 100, 0, 90, 0, 0, 0]"
three hundred and ninety one,391,"[3, 100, 0, 90, 1]",391.0,"[3, 100, 0, 90, 1, 0, 0]"
three hundred and ninety two,392,"[3, 100, 0, 90, 2]",392.0,"[3, 100, 0, 90, 2, 0, 0]"
three hundred and ninety three,393,"[3, 100, 0, 90, 3]",393.0,"[3, 100, 0, 90, 3, 0, 0]"
three hundred and ninety four,394,"[3, 100, 0, 90, 4]",394.0,"[3, 100, 0, 90, 4, 0, 0]"
three hundred and ninety five,395,"[3, 100, 0, 90, 5]",395.0,"[3, 100, 0, 90, 5, 0, 0]"
three hundred and ninety six,396,"[3, 100, 0, 90, 6]",396.0,"[3, 100, 0, 90, 6, 0, 0]"
three hundred and ninety seven,397,"[3, 100, 0, 90, 7]",397.0,"[3, 100, 0, 90, 7, 0, 0]"
three hundred and ninety eight,398,"[3, 100, 0, 90, 8]",398.0,"[3, 100, 0, 90, 8, 0, 0]"
three hundred and ninety nine,399,"[3, 100, 0, 90, 9]",399.0,"[3, 100, 0, 90, 9, 0, 0]"
four hundred and,400,"[4, 100, 0]",400.0,"[4, 100, 0, 0, 0, 0, 0]"
four hundred and one,401,"[4, 100, 0, 1]",401.0,"[4, 100, 0, 1, 0, 0, 0]"
four hundred and two,402,"[4, 100, 0, 2]",402.0,"[4, 100, 0, 2, 0, 0, 0]"
four hundred and three,403,"[4, 100, 0, 3]",403.0,"[4, 100, 0, 3, 0, 0, 0]"
four hundred and four,404,"[4, 100, 0, 4]",404.0,"[4, 100, 0, 4, 0, 0, 0]"
four hundred and five,405,"[4, 100, 0, 5]",405.0,"[4, 100, 0, 5, 0, 0, 0]"
four hundred and six,406,"[4, 100, 0, 6]",406.0,"[4, 100, 0, 6, 0, 0, 0]"
four hundred and seven,407,"[4, 100, 0, 7]",407.0,"[4, 100, 0, 7, 0, 0, 0]"
four hundred and eight,408,"[4, 100, 0, 8]",408.0,"[4, 100, 0, 8, 0, 0, 0]"
four hundred and nine,409,"[4, 100, 0, 9]",409.0,"[4, 100, 0, 9, 0, 0, 0]"
four hundred and ten,410,"[4, 100, 0, 10]",410.0,"[4, 100, 0, 10, 0, 0, 0]"
four hundred and eleven,411,"[4, 100, 0, 11]",411.0,"[4, 100, 0, 11, 0, 0, 0]"
four hundred and twelve,412,"[4, 100, 0, 12]",412.0,"[4, 100, 0, 12, 0, 0, 0]"
four hundred and thirteen,413,"[4, 100, 0, 13]",413.0,"[4, 100, 0, 13, 0, 0, 0]"
four hundred and fourteen,414,"[4, 100, 0, 14]",414.0,"[4, 100, 0, 14, 0, 0, 0]"
four hundred and fifteen,415,"[4, 100, 0, 15]",415.0,"[4, 100, 0, 15, 0, 0, 0]"
four hundred and sixteen,416,"[4, 100, 0, 16]",416.0,"[4, 100, 0, 16, 0, 0, 0]"
four hundred and seventeen,417,"[4, 100, 0, 17]",417.0,"[4, 100, 0, 17, 0, 0, 0]"
four hundred and eighteen,418,"[4, 100, 0, 18]",418.0,"[4, 100, 0, 18, 0, 0, 0]"
four hundred and nineteen,419,"[4, 100, 0, 19]",419.0,"[4, 100, 0, 19, 0, 0, 0]"
four hundred and twenty,420,"[4, 100, 0, 20]",420.0,"[4, 100, 0, 20, 0, 0, 0]"
four hundred and twenty one,421,"[4, 100, 0, 20, 1]",421.0,"[4, 100, 0, 20, 1, 0, 0]"
four hundred and twenty two,422,"[4, 100, 0, 20, 2]",422.0,"[4, 100, 0, 20, 2, 0, 0]"
four hundred and twenty three,423,"[4, 100, 0, 20, 3]",423.0,"[4, 100, 0, 20, 3, 0, 0]"
four hundred and twenty four,424,"[4, 100, 0, 20, 4]",424.0,"[4, 100, 0, 20, 4, 0, 0]"
four hundred and twenty five,425,"[4, 100, 0, 20, 5]",425.0,"[4, 100, 0, 20, 5, 0, 0]"
four hundred and twenty six,426,"[4, 100, 0, 20, 6]",426.0,"[4, 100, 0, 20, 6, 0, 0]"
four hundred and twenty seven,427,"[4, 100, 0, 20, 7]",427.0,"[4, 100, 0, 20, 7, 0, 0]"
four hundred and twenty eight,428,"[4, 100, 0, 20, 8]",428.0,"[4, 100, 0, 20, 8, 0, 0]"
four hundred and twenty nine,429,"[4, 100, 0, 20, 9]",429.0,"[4, 100, 0, 20, 9, 0, 0]"
four hundred and thirty,430,"[4, 100, 0, 30]",430.0,"[4, 100, 0, 30, 0, 0, 0]"
four hundred and thirty one,431,"[4, 100, 0, 30, 1]",431.0,"[4, 100, 0, 30, 1, 0, 0]"
four hundred and thirty two,432,"[4, 100, 0, 30, 2]",432.0,"[4, 100, 0, 30, 2, 0, 0]"
four hundred and thirty three,433,"[4, 100, 0, 30, 3]",433.0,"[4, 100, 0, 30, 3, 0, 0]"
four hundred and thirty four,434,"[4, 100, 0, 30, 4]",434.0,"[4, 100, 0, 30, 4, 0, 0]"
four hundred and thirty five,435,"[4, 100, 0, 30, 5]",435.0,"[4, 100, 0, 30, 5, 0, 0]"
four hundred and thirty six,436,"[4, 100, 0, 30, 6]",436.0,"[4, 100, 0, 30, 6, 0, 0]"
four hundred and thirty seven,437,"[4, 100, 0, 30, 7]",437.0,"[4, 100, 0, 30, 7, 0, 0]"
four hundred and thirty eight,438,"[4, 100, 0, 30, 8]",438.0,"[4, 100, 0, 30, 8, 0, 0]"
four hundred and thirty nine,439,"[4, 100, 0, 30, 9]",439.0,"[4, 100, 0, 30, 9, 0, 0]"
four hundred and forty,440,"[4, 100, 0, 40]",440.0,"[4, 100, 0, 40, 0, 0, 0]"
four hundred and forty one,441,"[4, 100, 0, 40, 1]",441.0,"[4, 100, 0, 40, 1, 0, 0]"
four hundred and forty two,442,"[4, 100, 0, 40, 2]",442.0,"[4, 100, 0, 40, 2, 0, 0]"
four hundred and forty three,443,"[4, 100, 0, 40, 3]",443.0,"[4, 100, 0, 40, 3, 0, 0]"
four hundred and forty four,444,"[4, 100, 0, 40, 4]",444.0,"[4, 100, 0, 40, 4, 0, 0]"
four hundred and forty five,445,"[4, 100, 0, 40, 5]",445.0,"[4, 100, 0, 40, 5, 0, 0]"
four hundred and forty six,446,"[4, 100, 0, 40, 6]",446.0,"[4, 100, 0, 40, 6, 0, 0]"
four hundred and forty seven,447,"[4, 100, 0, 40, 7]",447.0,"[4, 100, 0, 40, 7, 0, 0]"
four hundred and forty eight,448,"[4, 100, 0, 40, 8]",448.0,"[4, 100, 0, 40, 8, 0, 0]"
four hundred and forty nine,449,"[4, 100, 0, 40, 9]",449.0,"[4, 100, 0, 40, 9, 0, 0]"
four hundred and fifty,450,"[4, 100, 0, 50]",450.0,"[4, 100, 0, 50, 0, 0, 0]"
four hundred and fifty one,451,"[4, 100, 0, 50, 1]",451.0,"[4, 100, 0, 50, 1, 0, 0]"
four hundred and fifty two,452,"[4, 100, 0, 50, 2]",452.0,"[4, 100, 0, 50, 2, 0, 0]"
four hundred and fifty three,453,"[4, 100, 0, 50, 3]",453.0,"[4, 100, 0, 50, 3, 0, 0]"
four hundred and fifty four,454,"[4, 100, 0, 50, 4]",454.0,"[4, 100, 0, 50, 4, 0, 0]"
four hundred and fifty five,455,"[4, 100, 0, 50, 5]",455.0,"[4, 100, 0, 50, 5, 0, 0]"
four hundred and fifty six,456,"[4, 100, 0, 50, 6]",456.0,"[4, 100, 0, 50, 6, 0, 0]"
four hundred and fifty seven,457,"[4, 100, 0, 50, 7]",457.0,"[4, 100, 0, 50, 7, 0, 0]"
four hundred and fifty eight,458,"[4, 100, 0, 50, 8]",458.0,"[4, 100, 0, 50, 8, 0, 0]"
four hundred and fifty nine,459,"[4, 100, 0, 50, 9]",459.0,"[4, 100, 0, 50, 9, 0, 0]"
four hundred and sixty,460,"[4, 100, 0, 60]",460.0,"[4, 100, 0, 60, 0, 0, 0]"
four hundred and sixty one,461,"[4, 100, 0, 60, 1]",461.0,"[4, 100, 0, 60, 1, 0, 0]"
four hundred and sixty two,462,"[4, 100, 0, 60, 2]",462.0,"[4, 100, 0, 60, 2, 0, 0]"
four hundred and sixty three,463,"[4, 100, 0, 60, 3]",463.0,"[4, 100, 0, 60, 3, 0, 0]"
four hundred and sixty four,464,"[4, 100, 0, 60, 4]",464.0,"[4, 100, 0, 60, 4, 0, 0]"
four hundred and sixty five,465,"[4, 100, 0, 60, 5]",465.0,"[4, 100, 0, 60, 5, 0, 0]"
four hundred and sixty six,466,"[4, 100, 0, 60, 6]",466.0,"[4, 100, 0, 60, 6, 0, 0]"
four hundred and sixty seven,467,"[4, 100, 0, 60, 7]",467.0,"[4, 100, 0, 60, 7, 0, 0]"
four hundred and sixty eight,468,"[4, 100, 0, 60, 8]",468.0,"[4, 100, 0, 60, 8, 0, 0]"
four hundred and sixty nine,469,"[4, 100, 0, 60, 9]",469.0,"[4, 100, 0, 60, 9, 0, 0]"
four hundred and seventy,470,"[4, 100, 0, 70]",470.0,"[4, 100, 0, 70, 0, 0, 0]"
four hundred and seventy one,471,"[4, 100, 0, 70, 1]",471.0,"[4, 100, 0, 70, 1, 0, 0]"
four hundred and seventy two,472,"[4, 100, 0, 70, 2]",472.0,"[4, 100, 0, 70, 2, 0, 0]"
four hundred and seventy three,473,"[4, 100, 0, 70, 3]",473.0,"[4, 100, 0, 70, 3, 0, 0]"
four hundred and seventy four,474,"[4, 100, 0, 70, 4]",474.0,"[4, 100, 0, 70, 4, 0, 0]"
four hundred and seventy five,475,"[4, 100, 0, 70, 5]",475.0,"[4, 100, 0, 70, 5, 0, 0]"
four hundred and seventy six,476,"[4, 100, 0, 70, 6]",476.0,"[4, 100, 0, 70, 6, 0, 0]"
four hundred and seventy seven,477,"[4, 100, 0, 70, 7]",477.0,"[4, 100, 0, 70, 7, 0, 0]"
four hundred and seventy eight,478,"[4, 100, 0, 70, 8]",478.0,"[4, 100, 0, 70, 8, 0, 0]"
four hundred and seventy nine,479,"[4, 100, 0, 70, 9]",479.0,"[4, 100, 0, 70, 9, 0, 0]"
four hundred and eighty,480,"[4, 100, 0, 80]",480.0,"[4, 100, 0, 80, 0, 0, 0]"
four hundred and eighty one,481,"[4, 100, 0, 80, 1]",481.0,"[4, 100, 0, 80, 1, 0, 0]"
four hundred and eighty two,482,"[4, 100, 0, 80, 2]",482.0,"[4, 100, 0, 80, 2, 0, 0]"
four hundred and eighty three,483,"[4, 100, 0, 80, 3]",483.0,"[4, 100, 0, 80, 3, 0, 0]"
four hundred and eighty four,484,"[4, 100, 0, 80, 4]",484.0,"[4, 100, 0, 80, 4, 0, 0]"
four hundred and eighty five,485,"[4, 100, 0, 80, 5]",485.0,"[4, 100, 0, 80, 5, 0, 0]"
four hundred and eighty six,486,"[4, 100, 0, 80, 6]",486.0,"[4, 100, 0, 80, 6, 0, 0]"
four hundred and eighty seven,487,"[4, 100, 0, 80, 7]",487.0,"[4, 100, 0, 80, 7, 0, 0]"
four hundred and eighty eight,488,"[4, 100, 0, 80, 8]",488.0,"[4, 100, 0, 80, 8, 0, 0]"
four hundred and eighty nine,489,"[4, 100, 0, 80, 9]",489.0,"[4, 100, 0, 80, 9, 0, 0]"
four hundred and ninety,490,"[4, 100, 0, 90]",490.0,"[4, 100, 0, 90, 0, 0, 0]"
four hundred and ninety one,491,"[4, 100, 0, 90, 1]",491.0,"[4, 100, 0, 90, 1, 0, 0]"
four hundred and ninety two,492,"[4, 100, 0, 90, 2]",492.0,"[4, 100, 0, 90, 2, 0, 0]"
four hundred and ninety three,493,"[4, 100, 0, 90, 3]",493.0,"[4, 100, 0, 90, 3, 0, 0]"
four hundred and ninety four,494,"[4, 100, 0, 90, 4]",494.0,"[4, 100, 0, 90, 4, 0, 0]"
four hundred and ninety five,495,"[4, 100, 0, 90, 5]",495.0,"[4, 100, 0, 90, 5, 0, 0]"
four hundred and ninety six,496,"[4, 100, 0, 90, 6]",496.0,"[4, 100, 0, 90, 6, 0, 0]"
four hundred and ninety seven,497,"[4, 100, 0, 90, 7]",497.0,"[4, 100, 0, 90, 7, 0, 0]"
four hundred and ninety eight,498,"[4, 100, 0, 90, 8]",498.0,"[4, 100, 0, 90, 8, 0, 0]"
four hundred and ninety nine,499,"[4, 100, 0, 90, 9]",499.0,"[4, 100, 0, 90, 9, 0, 0]"
five hundred and,500,"[5, 100, 0]",500.0,"[5, 100, 0, 0, 0, 0, 0]"
five hundred and one,501,"[5, 100, 0, 1]",501.0,"[5, 100, 0, 1, 0, 0, 0]"
five hundred and two,502,"[5, 100, 0, 2]",502.0,"[5, 100, 0, 2, 0, 0, 0]"
five hundred and three,503,"[5, 100, 0, 3]",503.0,"[5, 100, 0, 3, 0, 0, 0]"
five hundred and four,504,"[5, 100, 0, 4]",504.0,"[5, 100, 0, 4, 0, 0, 0]"
five hundred and five,505,"[5, 100, 0, 5]",505.0,"[5, 100, 0, 5, 0, 0, 0]"
five hundred and six,506,"[5, 100, 0, 6]",506.0,"[5, 100, 0, 6, 0, 0, 0]"
five hundred and seven,507,"[5, 100, 0, 7]",507.0,"[5, 100, 0, 7, 0, 0, 0]"
five hundred and eight,508,"[5, 100, 0, 8]",508.0,"[5, 100, 0, 8, 0, 0, 0]"
five hundred and nine,509,"[5, 100, 0, 9]",509.0,"[5, 100, 0, 9, 0, 0, 0]"
five hundred and ten,510,"[5, 100, 0, 10]",510.0,"[5, 100, 0, 10, 0, 0, 0]"
five hundred and eleven,511,"[5, 100, 0, 11]",511.0,"[5, 100, 0, 11, 0, 0, 0]"
five hundred and twelve,512,"[5, 100, 0, 12]",512.0,"[5, 100, 0, 12, 0, 0, 0]"
five hundred and thirteen,513,"[5, 100, 0, 13]",513.0,"[5, 100, 0, 13, 0, 0, 0]"
five hundred and fourteen,514,"[5, 100, 0, 14]",514.0,"[5, 100, 0, 14, 0, 0, 0]"
five hundred and fifteen,515,"[5, 100, 0, 15]",515.0,"[5, 100, 0, 15, 0, 0, 0]"
five hundred and sixteen,516,"[5, 100, 0, 16]",516.0,"[5, 100, 0, 16, 0, 0, 0]"
five hundred and seventeen,517,"[5, 100, 0, 17]",517.0,"[5, 100, 0, 17, 0, 0, 0]"
five hundred and eighteen,518,"[5, 100, 0, 18]",518.0,"[5, 100, 0, 18, 0, 0, 0]"
five hundred and nineteen,519,"[5, 100, 0, 19]",519.0,"[5, 100, 0, 19, 0, 0, 0]"
five hundred and twenty,520,"[5, 100, 0, 20]",520.0,"[5, 100, 0, 20, 0, 0, 0]"
five hundred and twenty one,521,"[5, 100, 0, 20, 1]",521.0,"[5, 100, 0, 20, 1, 0, 0]"
five hundred and twenty two,522,"[5, 100, 0, 20, 2]",522.0,"[5, 100, 0, 20, 2, 0, 0]"
five hundred and twenty three,523,"[5, 100, 0, 20, 3]",523.0,"[5, 100, 0, 20, 3, 0, 0]"
five hundred and twenty four,524,"[5, 100, 0, 20, 4]",524.0,"[5, 100, 0, 20, 4, 0, 0]"
five hundred and twenty five,525,"[5, 100, 0, 20, 5]",525.0,"[5, 100, 0, 20, 5, 0, 0]"
